UID,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement,Level
3126,2020-02-01 00:00:00,2020-08-15 00:00:00,H,Legal Project,PowerPoint/Excel/,NYC,Yes,9-10
3127,2020-04-01 00:00:00,2020-05-15 00:00:00,B,IT Operations Project,ML/Cloud/Excel/,Denver,No,3-4
3128,2020-12-01 00:00:00,2020-12-15 00:00:00,B,IT Operations Project,ML/PowerPoint/Oracle/,Chicago,Yes,4-5
3129,2020-04-01 00:00:00,2020-05-15 00:00:00,B,Security Project,Excel/Java/,Chicago,No,5-6
3130,2020-03-01 00:00:00,2020-08-15 00:00:00,E,Human Resources Project,Excel/Workday/,DC,Yes,10-11
3131,2020-06-01 00:00:00,2020-10-15 00:00:00,A,Strategy Project,Critical thinking/,NYC,No,1-2
3132,2020-06-01 00:00:00,2020-12-15 00:00:00,A,Design Project,PowerPoint/PhotoShop/React.js/,Boston,No,3-4
3133,2020-12-01 00:00:00,2020-12-15 00:00:00,D,IT Operations Project,Excel/PowerPoint/Oracle/,Chicago,Yes,6-7
3134,2020-07-01 00:00:00,2020-08-15 00:00:00,F,Legal Project,PowerPoint/Oral communication/Oral communication/,Boston,Yes,8-9
3135,2020-09-01 00:00:00,2020-10-15 00:00:00,D,Business Project,PowerPoint/,NYC,No,2-3
3136,2020-05-01 00:00:00,2020-12-15 00:00:00,D,Account Leadership Project,ML/,NYC,No,2-3
3137,2020-09-01 00:00:00,2020-12-15 00:00:00,A,Legal Project,Bar/Oral communication/,Boston,No,4-5
3138,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Business Project,PowerPoint/PowerPoint/PowerPoint/,DC,Yes,1-2
3139,2020-10-01 00:00:00,2020-12-15 00:00:00,H,Finance Project,SAP/SAP/,Denver,No,3-4
3140,2020-09-01 00:00:00,2020-09-15 00:00:00,D,IT Operations Project,ML/ML/Oracle/,Boston,Yes,8-9
3141,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Account Leadership Project,ML/,NYC,No,8-9
3142,2020-04-01 00:00:00,2020-09-15 00:00:00,G,Legal Project,Excel/,NYC,No,8-9
3143,2020-04-01 00:00:00,2020-07-15 00:00:00,H,IT Operations Project,Python/PowerPoint/Java/,NYC,No,3-4
3144,2020-10-01 00:00:00,2020-11-15 00:00:00,E,Human Resources Project,Excel/PowerPoint/,NYC,No,2-3
3145,2020-08-01 00:00:00,2020-09-15 00:00:00,F,Design Project,Excel/React.js/,NYC,Yes,3-4
3146,2020-06-01 00:00:00,2020-10-15 00:00:00,H,Strategy Project,PowerPoint/Excel/Critical thinking/,Chicago,Yes,5-6
3147,2020-01-01 00:00:00,2020-07-15 00:00:00,D,Business Project,Excel/Excel/Salesforce/,Chicago,No,2-3
3148,2020-09-01 00:00:00,2020-10-15 00:00:00,E,IT Operations Project,Python/ML/,DC,No,5-6
3149,2020-02-01 00:00:00,2020-09-15 00:00:00,F,Finance Project,PowerPoint/Excel/SAP/,DC,Yes,6-7
3150,2020-09-01 00:00:00,2020-12-15 00:00:00,A,Design Project,Adobe/React.js/,Denver,Yes,6-7
3151,2020-10-01 00:00:00,2020-12-15 00:00:00,B,Security Project,PowerPoint/Java/PowerPoint/,NYC,No,8-9
3152,2020-08-01 00:00:00,2020-11-15 00:00:00,C,Legal Project,Oral communication/Excel/Bar/,Boston,Yes,7-8
3153,2020-11-01 00:00:00,2020-11-15 00:00:00,B,Finance Project,Excel/SAP/,Denver,No,9-10
3154,2020-03-01 00:00:00,2020-12-15 00:00:00,H,Legal Project,PowerPoint/PowerPoint/PowerPoint/,NYC,Yes,7-8
3155,2020-03-01 00:00:00,2020-09-15 00:00:00,F,Business Project,PowerPoint/,Boston,No,10-11
3156,2020-07-01 00:00:00,2020-11-15 00:00:00,H,Legal Project,Oral communication/Excel/Excel/,Boston,Yes,9-10
3157,2020-08-01 00:00:00,2020-09-15 00:00:00,B,Security Project,PowerPoint/PowerPoint/Java/,Denver,Yes,1-2
3158,2020-02-01 00:00:00,2020-08-15 00:00:00,G,Account Leadership Project,PowerPoint/Oral communication/,DC,No,9-10
3159,2020-06-01 00:00:00,2020-11-15 00:00:00,D,Human Resources Project,Oral communication/Excel/,DC,No,6-7
3160,2020-03-01 00:00:00,2020-03-15 00:00:00,A,Human Resources Project,Workday/Oral communication/Oral communication/,DC,No,9-10
3161,2020-09-01 00:00:00,2020-09-15 00:00:00,C,Design Project,Adobe/PowerPoint/Excel/,Boston,Yes,9-10
3162,2020-02-01 00:00:00,2020-04-15 00:00:00,H,Account Leadership Project,ML/Leadership/Leadership/,Boston,Yes,7-8
3163,2020-08-01 00:00:00,2020-10-15 00:00:00,H,Design Project,React.js/React.js/React.js/,NYC,No,9-10
3164,2020-01-01 00:00:00,2020-02-15 00:00:00,D,Strategy Project,Critical thinking/Critical thinking/,Chicago,Yes,4-5
3165,2020-02-01 00:00:00,2020-05-15 00:00:00,F,Business Project,Salesforce/Excel/,Chicago,Yes,1-2
3166,2020-01-01 00:00:00,2020-10-15 00:00:00,D,Engineering Project,Python/,NYC,No,10-11
3167,2020-01-01 00:00:00,2020-12-15 00:00:00,B,Engineering Project,Java/Java/PowerPoint/,DC,No,6-7
3168,2020-03-01 00:00:00,2020-05-15 00:00:00,A,Human Resources Project,Excel/Excel/Workday/,DC,Yes,4-5
3169,2020-02-01 00:00:00,2020-06-15 00:00:00,D,Account Leadership Project,Excel/Excel/,Boston,Yes,2-3
3170,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Finance Project,QuickBooks/,Boston,Yes,4-5
3171,2020-01-01 00:00:00,2020-12-15 00:00:00,E,Human Resources Project,Workday/,DC,No,2-3
3172,2020-06-01 00:00:00,2020-07-15 00:00:00,E,Engineering Project,MATLAB/Java/,Boston,Yes,1-2
3173,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Account Leadership Project,Excel/PowerPoint/Leadership/,DC,No,4-5
3174,2020-02-01 00:00:00,2020-10-15 00:00:00,G,Account Leadership Project,Cloud/,Denver,Yes,6-7
3175,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Legal Project,Excel/,Denver,Yes,1-2
3176,2020-08-01 00:00:00,2020-10-15 00:00:00,A,Design Project,Adobe/Adobe/PowerPoint/,NYC,Yes,3-4
3177,2020-07-01 00:00:00,2020-11-15 00:00:00,A,Security Project,Oracle/PowerPoint/Oracle/,Boston,No,4-5
3178,2020-07-01 00:00:00,2020-10-15 00:00:00,H,Security Project,Java/ML/,Chicago,Yes,9-10
3179,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Legal Project,Excel/Bar/,Boston,No,3-4
3180,2020-04-01 00:00:00,2020-11-15 00:00:00,D,Business Project,Excel/,NYC,Yes,4-5
3181,2020-08-01 00:00:00,2020-08-15 00:00:00,G,Design Project,PowerPoint/React.js/,Boston,Yes,7-8
3182,2020-08-01 00:00:00,2020-12-15 00:00:00,B,Strategy Project,Critical thinking/Critical thinking/,Boston,No,1-2
3183,2020-09-01 00:00:00,2020-10-15 00:00:00,E,Account Leadership Project,Cloud/Oral communication/,Chicago,No,7-8
3184,2020-05-01 00:00:00,2020-06-15 00:00:00,C,Business Project,PowerPoint/,Denver,No,3-4
3185,2020-03-01 00:00:00,2020-09-15 00:00:00,C,Legal Project,Excel/,Chicago,Yes,3-4
3186,2020-04-01 00:00:00,2020-04-15 00:00:00,F,Legal Project,Oral communication/,Denver,Yes,10-11
3187,2020-01-01 00:00:00,2020-09-15 00:00:00,B,Engineering Project,Excel/Excel/,NYC,Yes,3-4
3188,2020-04-01 00:00:00,2020-12-15 00:00:00,E,Engineering Project,Excel/MATLAB/,NYC,No,2-3
3189,2020-11-01 00:00:00,2020-12-15 00:00:00,A,IT Operations Project,Oracle/Python/,Boston,No,2-3
3190,2020-09-01 00:00:00,2020-09-15 00:00:00,A,Finance Project,QuickBooks/,Chicago,No,7-8
3191,2020-01-01 00:00:00,2020-07-15 00:00:00,E,Design Project,Excel/,Chicago,No,5-6
3192,2020-01-01 00:00:00,2020-05-15 00:00:00,D,Account Leadership Project,Cloud/Leadership/,NYC,Yes,1-2
3193,2020-05-01 00:00:00,2020-10-15 00:00:00,C,Finance Project,SAP/QuickBooks/,DC,Yes,1-2
3194,2020-02-01 00:00:00,2020-12-15 00:00:00,G,IT Operations Project,Excel/,Boston,No,9-10
3195,2020-05-01 00:00:00,2020-12-15 00:00:00,H,Human Resources Project,PowerPoint/,DC,Yes,3-4
3196,2020-05-01 00:00:00,2020-09-15 00:00:00,E,Finance Project,QuickBooks/SAP/,DC,Yes,2-3
3197,2020-11-01 00:00:00,2020-11-15 00:00:00,F,Business Project,PowerPoint/,Chicago,No,10-11
3198,2020-10-01 00:00:00,2020-12-15 00:00:00,G,Finance Project,PowerPoint/QuickBooks/,Chicago,No,4-5
3199,2020-08-01 00:00:00,2020-11-15 00:00:00,G,Design Project,PhotoShop/,Boston,No,1-2
3200,2020-12-01 00:00:00,2020-12-15 00:00:00,D,IT Operations Project,Java/Cloud/,Chicago,Yes,8-9
3201,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Business Project,Excel/,Denver,No,8-9
3202,2020-08-01 00:00:00,2020-12-15 00:00:00,B,Engineering Project,Java/,NYC,Yes,7-8
3203,2020-07-01 00:00:00,2020-08-15 00:00:00,F,Engineering Project,Python/,Boston,Yes,8-9
3204,2020-06-01 00:00:00,2020-09-15 00:00:00,C,Design Project,Adobe/PhotoShop/Adobe/,Chicago,No,5-6
3205,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Strategy Project,Excel/PowerPoint/,Denver,Yes,2-3
3206,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Finance Project,QuickBooks/,DC,Yes,5-6
3207,2020-01-01 00:00:00,2020-09-15 00:00:00,G,Engineering Project,Excel/Java/Excel/,Boston,No,4-5
3208,2020-05-01 00:00:00,2020-08-15 00:00:00,F,Human Resources Project,Oral communication/,DC,No,5-6
3209,2020-08-01 00:00:00,2020-09-15 00:00:00,F,Finance Project,PowerPoint/SAP/,Boston,No,10-11
3210,2020-09-01 00:00:00,2020-09-15 00:00:00,H,Engineering Project,PowerPoint/,Chicago,Yes,2-3
3211,2020-05-01 00:00:00,2020-06-15 00:00:00,C,Business Project,Excel/Salesforce/Salesforce/,Denver,No,3-4
3212,2020-04-01 00:00:00,2020-08-15 00:00:00,G,Security Project,Excel/Oracle/Python/,Denver,Yes,5-6
3213,2020-05-01 00:00:00,2020-08-15 00:00:00,C,Human Resources Project,Workday/Excel/Oral communication/,DC,Yes,3-4
3214,2020-02-01 00:00:00,2020-09-15 00:00:00,G,IT Operations Project,PowerPoint/Java/,Chicago,No,3-4
3215,2020-05-01 00:00:00,2020-06-15 00:00:00,D,Account Leadership Project,PowerPoint/Cloud/ML/,Denver,No,9-10
3216,2020-06-01 00:00:00,2020-06-15 00:00:00,F,Design Project,PowerPoint/Excel/,NYC,No,4-5
3217,2020-10-01 00:00:00,2020-11-15 00:00:00,D,Finance Project,Excel/SAP/,Chicago,No,7-8
3218,2020-11-01 00:00:00,2020-12-15 00:00:00,H,Strategy Project,Excel/Excel/,Denver,No,8-9
3219,2020-05-01 00:00:00,2020-07-15 00:00:00,E,Strategy Project,Critical thinking/,Boston,No,4-5
3220,2020-07-01 00:00:00,2020-12-15 00:00:00,H,Finance Project,QuickBooks/PowerPoint/Excel/,Chicago,Yes,3-4
3221,2020-05-01 00:00:00,2020-08-15 00:00:00,E,Legal Project,Bar/PowerPoint/,DC,No,4-5
3222,2020-08-01 00:00:00,2020-11-15 00:00:00,H,IT Operations Project,Python/Java/,DC,Yes,9-10
3223,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Account Leadership Project,Excel/Oral communication/,NYC,No,4-5
3224,2020-07-01 00:00:00,2020-07-15 00:00:00,E,Account Leadership Project,Oral communication/Cloud/Leadership/,NYC,No,8-9
3225,2020-04-01 00:00:00,2020-10-15 00:00:00,H,Finance Project,Excel/PowerPoint/,Chicago,No,10-11
3226,2020-01-01 00:00:00,2020-02-15 00:00:00,H,Human Resources Project,Excel/,NYC,Yes,8-9
3227,2020-07-01 00:00:00,2020-10-15 00:00:00,E,Finance Project,QuickBooks/PowerPoint/QuickBooks/,Boston,Yes,6-7
3228,2020-08-01 00:00:00,2020-10-15 00:00:00,A,Human Resources Project,Oral communication/Workday/Excel/,Boston,Yes,5-6
3229,2020-05-01 00:00:00,2020-12-15 00:00:00,F,Account Leadership Project,PowerPoint/Cloud/Oral communication/,NYC,No,5-6
3230,2020-06-01 00:00:00,2020-11-15 00:00:00,F,Strategy Project,Critical thinking/,Boston,No,7-8
3231,2020-05-01 00:00:00,2020-06-15 00:00:00,A,Finance Project,QuickBooks/,Boston,No,5-6
3232,2020-07-01 00:00:00,2020-07-15 00:00:00,E,IT Operations Project,Java/,DC,No,7-8
3233,2020-07-01 00:00:00,2020-09-15 00:00:00,C,IT Operations Project,Python/Cloud/PowerPoint/,Boston,No,10-11
3234,2020-01-01 00:00:00,2020-03-15 00:00:00,H,Business Project,Salesforce/Excel/Excel/,Denver,Yes,10-11
3235,2020-09-01 00:00:00,2020-09-15 00:00:00,G,Finance Project,Excel/PowerPoint/,NYC,No,9-10
3236,2020-08-01 00:00:00,2020-12-15 00:00:00,F,Strategy Project,Critical thinking/PowerPoint/Critical thinking/,Boston,No,8-9
3237,2020-10-01 00:00:00,2020-12-15 00:00:00,A,Strategy Project,PowerPoint/PowerPoint/,Boston,Yes,1-2
3238,2020-02-01 00:00:00,2020-12-15 00:00:00,C,Security Project,Oracle/PowerPoint/,Chicago,No,3-4
3239,2020-08-01 00:00:00,2020-08-15 00:00:00,H,Design Project,PhotoShop/Adobe/Excel/,DC,Yes,5-6
3240,2020-05-01 00:00:00,2020-10-15 00:00:00,D,Strategy Project,PowerPoint/Excel/,NYC,Yes,8-9
3241,2020-09-01 00:00:00,2020-09-15 00:00:00,A,Business Project,Excel/Salesforce/PowerPoint/,Denver,Yes,5-6
3242,2020-06-01 00:00:00,2020-10-15 00:00:00,B,Legal Project,Oral communication/PowerPoint/Bar/,Chicago,Yes,1-2
3243,2020-08-01 00:00:00,2020-12-15 00:00:00,G,Business Project,Excel/PowerPoint/Excel/,Denver,Yes,7-8
3244,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Human Resources Project,PowerPoint/Oral communication/,DC,Yes,3-4
3245,2020-04-01 00:00:00,2020-11-15 00:00:00,G,Security Project,ML/Excel/,DC,Yes,8-9
3246,2020-09-01 00:00:00,2020-12-15 00:00:00,H,IT Operations Project,Java/Java/Java/,Denver,No,4-5
3247,2020-02-01 00:00:00,2020-03-15 00:00:00,E,Account Leadership Project,ML/,Denver,No,5-6
3248,2020-10-01 00:00:00,2020-11-15 00:00:00,G,Strategy Project,PowerPoint/,Chicago,Yes,5-6
3249,2020-03-01 00:00:00,2020-12-15 00:00:00,B,Human Resources Project,Oral communication/,Boston,Yes,6-7
3250,2020-08-01 00:00:00,2020-12-15 00:00:00,G,Security Project,Java/Python/,Denver,Yes,6-7
3251,2020-02-01 00:00:00,2020-10-15 00:00:00,C,Design Project,Adobe/,NYC,Yes,4-5
3252,2020-09-01 00:00:00,2020-10-15 00:00:00,C,Security Project,Oracle/ML/,Boston,Yes,3-4
3253,2020-06-01 00:00:00,2020-07-15 00:00:00,C,Strategy Project,Critical thinking/,Chicago,No,9-10
3254,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Legal Project,PowerPoint/Bar/Oral communication/,NYC,Yes,8-9
3255,2020-07-01 00:00:00,2020-07-15 00:00:00,C,IT Operations Project,Python/,Boston,No,6-7
3256,2020-11-01 00:00:00,2020-12-15 00:00:00,G,Business Project,Salesforce/Salesforce/,Chicago,No,2-3
3257,2020-08-01 00:00:00,2020-12-15 00:00:00,H,IT Operations Project,Python/PowerPoint/,Chicago,Yes,9-10
3258,2020-12-01 00:00:00,2020-12-15 00:00:00,D,IT Operations Project,Oracle/,DC,No,1-2
3259,2020-08-01 00:00:00,2020-09-15 00:00:00,F,Finance Project,SAP/,Chicago,No,10-11
3260,2020-06-01 00:00:00,2020-11-15 00:00:00,B,Engineering Project,Java/Java/Java/,NYC,Yes,1-2
3261,2020-05-01 00:00:00,2020-10-15 00:00:00,B,Engineering Project,MATLAB/MATLAB/PowerPoint/,Boston,Yes,9-10
3262,2020-05-01 00:00:00,2020-05-15 00:00:00,B,Legal Project,PowerPoint/PowerPoint/Bar/,Chicago,No,8-9
3263,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Account Leadership Project,Leadership/PowerPoint/,NYC,Yes,3-4
3264,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Engineering Project,Java/PowerPoint/,Boston,Yes,8-9
3265,2020-10-01 00:00:00,2020-12-15 00:00:00,E,Account Leadership Project,Excel/Excel/Leadership/,NYC,No,10-11
3266,2020-10-01 00:00:00,2020-10-15 00:00:00,E,Legal Project,Excel/PowerPoint/,NYC,Yes,1-2
3267,2020-07-01 00:00:00,2020-09-15 00:00:00,B,Account Leadership Project,PowerPoint/PowerPoint/,Chicago,No,7-8
3268,2020-06-01 00:00:00,2020-11-15 00:00:00,G,Finance Project,QuickBooks/,Boston,No,7-8
3269,2020-02-01 00:00:00,2020-10-15 00:00:00,B,Security Project,Python/Oracle/Java/,Chicago,No,6-7
3270,2020-09-01 00:00:00,2020-12-15 00:00:00,A,Finance Project,QuickBooks/PowerPoint/Excel/,Chicago,Yes,1-2
3271,2020-02-01 00:00:00,2020-10-15 00:00:00,B,Human Resources Project,Workday/,NYC,No,6-7
3272,2020-06-01 00:00:00,2020-08-15 00:00:00,F,Account Leadership Project,Excel/,DC,Yes,7-8
3273,2020-08-01 00:00:00,2020-08-15 00:00:00,H,Human Resources Project,Oral communication/,Denver,No,7-8
3274,2020-10-01 00:00:00,2020-11-15 00:00:00,A,Security Project,ML/Java/Cloud/,Boston,No,7-8
3275,2020-01-01 00:00:00,2020-08-15 00:00:00,F,Human Resources Project,Workday/Workday/Oral communication/,Boston,No,9-10
3276,2020-01-01 00:00:00,2020-04-15 00:00:00,C,Business Project,Salesforce/,Chicago,No,8-9
3277,2020-05-01 00:00:00,2020-07-15 00:00:00,D,Engineering Project,PowerPoint/Java/Excel/,Boston,Yes,2-3
3278,2020-06-01 00:00:00,2020-09-15 00:00:00,C,Engineering Project,Java/,NYC,No,8-9
3279,2020-09-01 00:00:00,2020-11-15 00:00:00,F,Legal Project,PowerPoint/,Chicago,No,6-7
3280,2020-03-01 00:00:00,2020-10-15 00:00:00,E,Business Project,PowerPoint/,Boston,No,3-4
3281,2020-02-01 00:00:00,2020-05-15 00:00:00,C,Design Project,Excel/Adobe/,Denver,Yes,5-6
3282,2020-04-01 00:00:00,2020-05-15 00:00:00,H,IT Operations Project,Cloud/,Denver,No,2-3
3283,2020-07-01 00:00:00,2020-08-15 00:00:00,E,Security Project,Python/Cloud/PowerPoint/,NYC,No,6-7
3284,2020-08-01 00:00:00,2020-08-15 00:00:00,E,Engineering Project,Java/PowerPoint/,Chicago,No,5-6
3285,2020-03-01 00:00:00,2020-08-15 00:00:00,F,Strategy Project,Critical thinking/,NYC,No,8-9
3286,2020-11-01 00:00:00,2020-11-15 00:00:00,D,IT Operations Project,PowerPoint/Oracle/,Denver,Yes,2-3
3287,2020-07-01 00:00:00,2020-08-15 00:00:00,F,Security Project,Cloud/ML/Java/,Boston,Yes,4-5
3288,2020-03-01 00:00:00,2020-11-15 00:00:00,A,IT Operations Project,Excel/PowerPoint/,Denver,No,10-11
3289,2020-04-01 00:00:00,2020-11-15 00:00:00,G,Human Resources Project,Oral communication/Workday/Excel/,Chicago,No,10-11
3290,2020-08-01 00:00:00,2020-09-15 00:00:00,D,Security Project,ML/ML/ML/,DC,No,8-9
3291,2020-01-01 00:00:00,2020-07-15 00:00:00,C,Account Leadership Project,Excel/,Chicago,Yes,2-3
3292,2020-05-01 00:00:00,2020-05-15 00:00:00,A,Business Project,PowerPoint/,Chicago,Yes,4-5
3293,2020-03-01 00:00:00,2020-12-15 00:00:00,B,Human Resources Project,Excel/,Boston,No,1-2
3294,2020-05-01 00:00:00,2020-08-15 00:00:00,F,Engineering Project,Java/MATLAB/MATLAB/,Boston,No,6-7
3295,2020-07-01 00:00:00,2020-12-15 00:00:00,G,Design Project,PhotoShop/,Chicago,Yes,1-2
3296,2020-04-01 00:00:00,2020-08-15 00:00:00,G,Account Leadership Project,Leadership/Leadership/Oral communication/,Chicago,No,2-3
3297,2020-09-01 00:00:00,2020-09-15 00:00:00,D,Account Leadership Project,ML/,Boston,No,2-3
3298,2020-06-01 00:00:00,2020-07-15 00:00:00,A,Legal Project,PowerPoint/,Chicago,No,1-2
3299,2020-09-01 00:00:00,2020-10-15 00:00:00,D,Human Resources Project,Workday/PowerPoint/,DC,Yes,3-4
3300,2020-11-01 00:00:00,2020-11-15 00:00:00,A,Strategy Project,Critical thinking/,Boston,No,2-3
3301,2020-06-01 00:00:00,2020-12-15 00:00:00,B,Engineering Project,Excel/,Chicago,No,5-6
3302,2020-06-01 00:00:00,2020-12-15 00:00:00,E,Strategy Project,Critical thinking/PowerPoint/,DC,No,8-9
3303,2020-01-01 00:00:00,2020-03-15 00:00:00,B,Legal Project,PowerPoint/Excel/,DC,Yes,3-4
3304,2020-07-01 00:00:00,2020-12-15 00:00:00,F,Human Resources Project,Excel/,Boston,Yes,1-2
3305,2020-03-01 00:00:00,2020-08-15 00:00:00,G,Design Project,Excel/PowerPoint/React.js/,NYC,Yes,7-8
3306,2020-08-01 00:00:00,2020-12-15 00:00:00,C,Business Project,Excel/PowerPoint/Excel/,DC,No,2-3
3307,2020-03-01 00:00:00,2020-07-15 00:00:00,G,IT Operations Project,Cloud/,Chicago,Yes,3-4
3308,2020-04-01 00:00:00,2020-08-15 00:00:00,D,Engineering Project,Excel/Java/,Boston,Yes,3-4
3309,2020-06-01 00:00:00,2020-08-15 00:00:00,B,Security Project,PowerPoint/Oracle/,Chicago,Yes,5-6
3310,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Strategy Project,PowerPoint/Excel/,Denver,No,9-10
3311,2020-04-01 00:00:00,2020-11-15 00:00:00,D,Design Project,Adobe/,Chicago,No,3-4
3312,2020-02-01 00:00:00,2020-10-15 00:00:00,C,Strategy Project,PowerPoint/,NYC,Yes,4-5
3313,2020-07-01 00:00:00,2020-10-15 00:00:00,H,Account Leadership Project,Leadership/Oral communication/,DC,No,10-11
3314,2020-02-01 00:00:00,2020-05-15 00:00:00,B,Human Resources Project,Workday/Workday/,Denver,Yes,9-10
3315,2020-01-01 00:00:00,2020-11-15 00:00:00,F,Account Leadership Project,Excel/Oral communication/,Boston,No,7-8
3316,2020-04-01 00:00:00,2020-05-15 00:00:00,H,Design Project,Adobe/PowerPoint/,NYC,No,1-2
3317,2020-09-01 00:00:00,2020-11-15 00:00:00,B,Design Project,React.js/PhotoShop/Excel/,NYC,Yes,10-11
3318,2020-11-01 00:00:00,2020-11-15 00:00:00,F,Strategy Project,Excel/PowerPoint/Excel/,NYC,Yes,3-4
3319,2020-04-01 00:00:00,2020-09-15 00:00:00,C,Finance Project,Excel/PowerPoint/,Chicago,Yes,1-2
3320,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Strategy Project,Critical thinking/,DC,No,8-9
3321,2020-04-01 00:00:00,2020-10-15 00:00:00,D,Security Project,Excel/Excel/,Denver,Yes,3-4
3322,2020-08-01 00:00:00,2020-10-15 00:00:00,D,Human Resources Project,Oral communication/Oral communication/,DC,Yes,1-2
3323,2020-03-01 00:00:00,2020-12-15 00:00:00,C,Finance Project,PowerPoint/Excel/QuickBooks/,Boston,Yes,7-8
3324,2020-08-01 00:00:00,2020-12-15 00:00:00,B,Legal Project,Bar/,Chicago,No,4-5
3325,2020-06-01 00:00:00,2020-09-15 00:00:00,B,Design Project,Adobe/,Denver,No,5-6
3326,2020-05-01 00:00:00,2020-05-15 00:00:00,B,Human Resources Project,PowerPoint/,Chicago,Yes,4-5
3327,2020-07-01 00:00:00,2020-12-15 00:00:00,G,Security Project,Java/Oracle/,Chicago,No,9-10
3328,2020-01-01 00:00:00,2020-01-15 00:00:00,F,Strategy Project,PowerPoint/PowerPoint/,Chicago,Yes,4-5
3329,2020-11-01 00:00:00,2020-12-15 00:00:00,E,Account Leadership Project,Oral communication/,Denver,Yes,5-6
3330,2020-09-01 00:00:00,2020-12-15 00:00:00,C,IT Operations Project,Java/Excel/,Denver,Yes,1-2
3331,2020-08-01 00:00:00,2020-11-15 00:00:00,B,Engineering Project,MATLAB/Python/PowerPoint/,Chicago,Yes,5-6
3332,2020-11-01 00:00:00,2020-12-15 00:00:00,A,Legal Project,PowerPoint/Bar/Bar/,Denver,No,9-10
3333,2020-01-01 00:00:00,2020-11-15 00:00:00,H,Business Project,Salesforce/,DC,Yes,5-6
3334,2020-07-01 00:00:00,2020-10-15 00:00:00,A,Business Project,PowerPoint/,Denver,No,10-11
3335,2020-08-01 00:00:00,2020-11-15 00:00:00,F,Human Resources Project,Excel/Excel/PowerPoint/,NYC,Yes,8-9
3336,2020-02-01 00:00:00,2020-11-15 00:00:00,H,Legal Project,PowerPoint/,Chicago,No,10-11
3337,2020-08-01 00:00:00,2020-11-15 00:00:00,F,Human Resources Project,Workday/Excel/,Boston,No,3-4
3338,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Engineering Project,PowerPoint/Python/Excel/,Chicago,No,4-5
3339,2020-06-01 00:00:00,2020-06-15 00:00:00,E,Legal Project,Bar/Oral communication/Oral communication/,NYC,No,1-2
3340,2020-09-01 00:00:00,2020-12-15 00:00:00,F,Legal Project,Bar/Bar/Excel/,Chicago,No,1-2
3341,2020-05-01 00:00:00,2020-05-15 00:00:00,F,Security Project,Oracle/ML/,DC,No,10-11
3342,2020-11-01 00:00:00,2020-12-15 00:00:00,H,Security Project,ML/,Boston,No,4-5
3343,2020-01-01 00:00:00,2020-05-15 00:00:00,A,Business Project,Salesforce/PowerPoint/PowerPoint/,Boston,Yes,5-6
3344,2020-05-01 00:00:00,2020-12-15 00:00:00,C,Legal Project,Excel/PowerPoint/,Boston,No,6-7
3345,2020-07-01 00:00:00,2020-09-15 00:00:00,B,Security Project,Python/Cloud/,DC,No,4-5
3346,2020-01-01 00:00:00,2020-04-15 00:00:00,D,Strategy Project,Critical thinking/PowerPoint/Excel/,Denver,Yes,7-8
3347,2020-04-01 00:00:00,2020-10-15 00:00:00,B,Legal Project,PowerPoint/Excel/Bar/,DC,Yes,3-4
3348,2020-11-01 00:00:00,2020-11-15 00:00:00,C,Security Project,Java/Excel/,Boston,Yes,9-10
3349,2020-10-01 00:00:00,2020-11-15 00:00:00,H,Engineering Project,Java/Java/,Boston,Yes,4-5
3350,2020-09-01 00:00:00,2020-09-15 00:00:00,B,Engineering Project,MATLAB/MATLAB/,Denver,No,5-6
3351,2020-08-01 00:00:00,2020-08-15 00:00:00,F,Human Resources Project,Oral communication/Oral communication/,DC,No,9-10
