Project UID,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement,Level,Service
9133,2020-04-01 00:00:00,2020-11-15 00:00:00,E,Human Resources Project,Oral communication/PowerPoint/Workday/,NYC,Yes,5-6,Interactive
9134,2020-07-01 00:00:00,2020-11-15 00:00:00,H,Design Project,React.js/,NYC,No,2-3,Operations
9135,2020-03-01 00:00:00,2020-09-15 00:00:00,B,Business Project,Salesforce/Salesforce/,Chicago,No,1-2,Interactive
9136,2020-06-01 00:00:00,2020-11-15 00:00:00,D,Engineering Project,MATLAB/Excel/,Denver,No,7-8,Strategy & Consulting
9137,2020-10-01 00:00:00,2020-11-15 00:00:00,G,IT Operations Project,Excel/,Boston,No,8-9,Strategy & Consulting
9138,2020-05-01 00:00:00,2020-10-15 00:00:00,C,Human Resources Project,Oral communication/PowerPoint/,DC,No,9-10,Technology
9139,2020-08-01 00:00:00,2020-10-15 00:00:00,D,Strategy Project,Critical thinking/Critical thinking/,NYC,No,8-9,Interactive
9140,2020-09-01 00:00:00,2020-11-15 00:00:00,F,Human Resources Project,Excel/Oral communication/,Boston,No,2-3,Technology
9141,2020-07-01 00:00:00,2020-07-15 00:00:00,B,Engineering Project,MATLAB/PowerPoint/Excel/,Chicago,Yes,3-4,Technology
9142,2020-10-01 00:00:00,2020-10-15 00:00:00,B,Strategy Project,PowerPoint/Excel/Critical thinking/,Boston,No,8-9,Technology
9143,2020-08-01 00:00:00,2020-09-15 00:00:00,F,Design Project,PowerPoint/Excel/PowerPoint/,DC,No,10-11,Technology
9144,2020-10-01 00:00:00,2020-11-15 00:00:00,D,Legal Project,Bar/Oral communication/Oral communication/,NYC,Yes,7-8,Operations
9145,2020-07-01 00:00:00,2020-07-15 00:00:00,E,IT Operations Project,Excel/Cloud/,Boston,Yes,2-3,Strategy & Consulting
9146,2020-04-01 00:00:00,2020-05-15 00:00:00,D,IT Operations Project,Cloud/,Boston,No,4-5,Strategy & Consulting
9147,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Account Leadership Project,Leadership/Cloud/,NYC,Yes,5-6,Operations
9148,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Design Project,React.js/PhotoShop/PhotoShop/,Boston,Yes,4-5,Strategy & Consulting
9149,2020-06-01 00:00:00,2020-08-15 00:00:00,G,Strategy Project,PowerPoint/PowerPoint/,Boston,Yes,1-2,Strategy & Consulting
9150,2020-05-01 00:00:00,2020-10-15 00:00:00,H,Design Project,PhotoShop/Adobe/PowerPoint/,Boston,No,2-3,Strategy & Consulting
9151,2020-03-01 00:00:00,2020-10-15 00:00:00,H,Design Project,Excel/PhotoShop/React.js/,Chicago,Yes,3-4,Operations
9152,2020-11-01 00:00:00,2020-11-15 00:00:00,C,Human Resources Project,Workday/Workday/Excel/,DC,No,4-5,Strategy & Consulting
9153,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Human Resources Project,Workday/Oral communication/,Chicago,Yes,8-9,Technology
9154,2020-06-01 00:00:00,2020-07-15 00:00:00,H,Account Leadership Project,Oral communication/PowerPoint/,Denver,No,10-11,Operations
9155,2020-02-01 00:00:00,2020-02-15 00:00:00,A,Business Project,Excel/Excel/,Chicago,Yes,5-6,Technology
9156,2020-02-01 00:00:00,2020-07-15 00:00:00,A,Human Resources Project,PowerPoint/PowerPoint/,DC,Yes,10-11,Technology
9157,2020-08-01 00:00:00,2020-09-15 00:00:00,C,Strategy Project,PowerPoint/,NYC,Yes,7-8,Technology
9158,2020-02-01 00:00:00,2020-02-15 00:00:00,G,Security Project,Python/PowerPoint/ML/,Chicago,Yes,9-10,Interactive
9159,2020-04-01 00:00:00,2020-06-15 00:00:00,B,Business Project,Salesforce/,DC,No,8-9,Technology
9160,2020-07-01 00:00:00,2020-09-15 00:00:00,H,Finance Project,Excel/Excel/,DC,No,2-3,Strategy & Consulting
9161,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Security Project,ML/Python/,Chicago,Yes,5-6,Strategy & Consulting
9162,2020-10-01 00:00:00,2020-10-15 00:00:00,D,Strategy Project,PowerPoint/Critical thinking/,DC,Yes,3-4,Operations
9163,2020-06-01 00:00:00,2020-07-15 00:00:00,A,Legal Project,Excel/,NYC,Yes,3-4,Operations
9164,2020-10-01 00:00:00,2020-10-15 00:00:00,E,Design Project,PowerPoint/PowerPoint/,Chicago,No,7-8,Interactive
9165,2020-01-01 00:00:00,2020-01-15 00:00:00,E,Strategy Project,Critical thinking/,DC,No,1-2,Interactive
9166,2020-07-01 00:00:00,2020-09-15 00:00:00,C,Strategy Project,PowerPoint/PowerPoint/,Denver,No,4-5,Strategy & Consulting
9167,2020-02-01 00:00:00,2020-10-15 00:00:00,D,Human Resources Project,Excel/PowerPoint/,Chicago,No,6-7,Technology
9168,2020-05-01 00:00:00,2020-10-15 00:00:00,D,Security Project,Cloud/,NYC,Yes,1-2,Operations
9169,2020-09-01 00:00:00,2020-09-15 00:00:00,F,Account Leadership Project,Leadership/,NYC,Yes,6-7,Strategy & Consulting
9170,2020-04-01 00:00:00,2020-07-15 00:00:00,D,Engineering Project,MATLAB/Python/,Denver,Yes,3-4,Technology
9171,2020-01-01 00:00:00,2020-12-15 00:00:00,H,Security Project,Oracle/ML/,DC,Yes,2-3,Operations
9172,2020-09-01 00:00:00,2020-10-15 00:00:00,A,Legal Project,Excel/,Chicago,No,2-3,Strategy & Consulting
9173,2020-12-01 00:00:00,2020-12-15 00:00:00,H,IT Operations Project,Cloud/ML/ML/,Chicago,No,2-3,Operations
9174,2020-07-01 00:00:00,2020-10-15 00:00:00,A,Account Leadership Project,Leadership/Cloud/Excel/,DC,Yes,8-9,Interactive
9175,2020-07-01 00:00:00,2020-07-15 00:00:00,A,Security Project,Oracle/ML/PowerPoint/,Denver,No,6-7,Interactive
9176,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Legal Project,Excel/,Denver,No,2-3,Interactive
9177,2020-06-01 00:00:00,2020-08-15 00:00:00,F,Security Project,Excel/Excel/Java/,Chicago,Yes,3-4,Operations
9178,2020-06-01 00:00:00,2020-10-15 00:00:00,C,Design Project,React.js/Excel/,Boston,Yes,1-2,Operations
9179,2020-06-01 00:00:00,2020-09-15 00:00:00,B,Finance Project,SAP/PowerPoint/,NYC,No,2-3,Interactive
9180,2020-10-01 00:00:00,2020-11-15 00:00:00,F,Account Leadership Project,PowerPoint/,DC,No,3-4,Operations
9181,2020-02-01 00:00:00,2020-10-15 00:00:00,A,Finance Project,Excel/,DC,Yes,7-8,Strategy & Consulting
9182,2020-04-01 00:00:00,2020-10-15 00:00:00,E,Finance Project,Excel/,Denver,No,9-10,Interactive
9183,2020-02-01 00:00:00,2020-05-15 00:00:00,H,Human Resources Project,PowerPoint/PowerPoint/PowerPoint/,Denver,No,10-11,Technology
9184,2020-09-01 00:00:00,2020-12-15 00:00:00,F,Human Resources Project,Excel/,Chicago,Yes,9-10,Strategy & Consulting
9185,2020-05-01 00:00:00,2020-05-15 00:00:00,A,Business Project,Excel/,DC,No,1-2,Strategy & Consulting
9186,2020-01-01 00:00:00,2020-06-15 00:00:00,G,Strategy Project,PowerPoint/PowerPoint/Excel/,Boston,Yes,3-4,Strategy & Consulting
9187,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Finance Project,Excel/,Denver,No,10-11,Operations
9188,2020-04-01 00:00:00,2020-06-15 00:00:00,H,Strategy Project,PowerPoint/PowerPoint/Critical thinking/,Boston,No,1-2,Technology
9189,2020-08-01 00:00:00,2020-09-15 00:00:00,C,Account Leadership Project,Leadership/Leadership/,DC,Yes,5-6,Operations
9190,2020-11-01 00:00:00,2020-12-15 00:00:00,E,Engineering Project,Excel/,Chicago,No,4-5,Strategy & Consulting
9191,2020-08-01 00:00:00,2020-12-15 00:00:00,G,Finance Project,QuickBooks/,NYC,Yes,5-6,Strategy & Consulting
9192,2020-10-01 00:00:00,2020-12-15 00:00:00,G,Business Project,PowerPoint/Excel/PowerPoint/,Chicago,No,3-4,Interactive
9193,2020-02-01 00:00:00,2020-04-15 00:00:00,B,Design Project,Excel/,Chicago,Yes,10-11,Strategy & Consulting
9194,2020-12-01 00:00:00,2020-12-15 00:00:00,G,IT Operations Project,Oracle/Cloud/,NYC,No,9-10,Operations
9195,2020-01-01 00:00:00,2020-07-15 00:00:00,F,Security Project,Oracle/Excel/,Denver,Yes,3-4,Technology
9196,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Business Project,Salesforce/,DC,No,9-10,Interactive
9197,2020-04-01 00:00:00,2020-08-15 00:00:00,C,Human Resources Project,Oral communication/,NYC,Yes,6-7,Strategy & Consulting
9198,2020-02-01 00:00:00,2020-08-15 00:00:00,B,Strategy Project,Excel/Critical thinking/Critical thinking/,DC,Yes,4-5,Strategy & Consulting
9199,2020-07-01 00:00:00,2020-09-15 00:00:00,E,Security Project,Excel/Cloud/,Boston,No,8-9,Operations
9200,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Engineering Project,PowerPoint/,Boston,Yes,8-9,Operations
9201,2020-04-01 00:00:00,2020-07-15 00:00:00,A,IT Operations Project,Python/Oracle/ML/,DC,Yes,3-4,Operations
9202,2020-09-01 00:00:00,2020-09-15 00:00:00,F,Strategy Project,Excel/,Boston,Yes,4-5,Operations
9203,2020-02-01 00:00:00,2020-09-15 00:00:00,C,Design Project,React.js/PowerPoint/React.js/,DC,Yes,3-4,Technology
9204,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Engineering Project,MATLAB/,DC,Yes,1-2,Technology
9205,2020-03-01 00:00:00,2020-12-15 00:00:00,H,Design Project,PhotoShop/Excel/PowerPoint/,NYC,No,5-6,Interactive
9206,2020-01-01 00:00:00,2020-04-15 00:00:00,G,IT Operations Project,ML/ML/,NYC,No,9-10,Strategy & Consulting
9207,2020-06-01 00:00:00,2020-10-15 00:00:00,G,Strategy Project,Critical thinking/Excel/Excel/,DC,Yes,2-3,Operations
9208,2020-08-01 00:00:00,2020-08-15 00:00:00,F,Human Resources Project,Workday/PowerPoint/PowerPoint/,Boston,No,1-2,Strategy & Consulting
9209,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Finance Project,PowerPoint/,Chicago,Yes,5-6,Operations
9210,2020-10-01 00:00:00,2020-11-15 00:00:00,H,Account Leadership Project,ML/Leadership/,Denver,No,6-7,Strategy & Consulting
9211,2020-05-01 00:00:00,2020-10-15 00:00:00,G,Legal Project,Oral communication/PowerPoint/,Denver,Yes,4-5,Technology
9212,2020-05-01 00:00:00,2020-09-15 00:00:00,B,Engineering Project,Excel/MATLAB/,Boston,No,1-2,Technology
9213,2020-08-01 00:00:00,2020-10-15 00:00:00,H,Finance Project,SAP/,DC,No,9-10,Operations
9214,2020-12-01 00:00:00,2020-12-15 00:00:00,D,IT Operations Project,Java/,Boston,Yes,2-3,Interactive
9215,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Finance Project,QuickBooks/,NYC,No,1-2,Strategy & Consulting
9216,2020-10-01 00:00:00,2020-10-15 00:00:00,H,Account Leadership Project,Excel/,DC,Yes,8-9,Operations
9217,2020-09-01 00:00:00,2020-11-15 00:00:00,C,Design Project,Excel/PhotoShop/PhotoShop/,Boston,No,9-10,Strategy & Consulting
9218,2020-04-01 00:00:00,2020-06-15 00:00:00,C,Security Project,ML/,Chicago,Yes,5-6,Interactive
9219,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Strategy Project,Excel/Excel/PowerPoint/,DC,No,3-4,Operations
9220,2020-09-01 00:00:00,2020-10-15 00:00:00,A,Business Project,Excel/,NYC,No,5-6,Technology
9221,2020-05-01 00:00:00,2020-11-15 00:00:00,C,Security Project,PowerPoint/,NYC,Yes,9-10,Strategy & Consulting
9222,2020-02-01 00:00:00,2020-05-15 00:00:00,E,Account Leadership Project,Cloud/,DC,Yes,9-10,Interactive
9223,2020-05-01 00:00:00,2020-08-15 00:00:00,F,IT Operations Project,PowerPoint/,Boston,No,1-2,Technology
9224,2020-09-01 00:00:00,2020-12-15 00:00:00,C,Engineering Project,Excel/Java/MATLAB/,Chicago,Yes,5-6,Interactive
9225,2020-09-01 00:00:00,2020-09-15 00:00:00,A,Account Leadership Project,ML/,Chicago,No,10-11,Technology
9226,2020-11-01 00:00:00,2020-11-15 00:00:00,A,Security Project,Cloud/,Boston,Yes,5-6,Interactive
9227,2020-06-01 00:00:00,2020-12-15 00:00:00,B,Finance Project,SAP/QuickBooks/,DC,No,4-5,Technology
9228,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Security Project,PowerPoint/Python/Oracle/,NYC,Yes,9-10,Operations
9229,2020-07-01 00:00:00,2020-11-15 00:00:00,H,Finance Project,PowerPoint/Excel/Excel/,Boston,Yes,4-5,Technology
9230,2020-08-01 00:00:00,2020-10-15 00:00:00,D,Strategy Project,Critical thinking/Excel/Critical thinking/,NYC,No,1-2,Interactive
9231,2020-09-01 00:00:00,2020-12-15 00:00:00,H,Legal Project,Excel/Excel/Bar/,Boston,No,4-5,Strategy & Consulting
9232,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Security Project,Java/,NYC,No,7-8,Strategy & Consulting
9233,2020-02-01 00:00:00,2020-06-15 00:00:00,E,Security Project,Java/Oracle/PowerPoint/,NYC,Yes,6-7,Strategy & Consulting
9234,2020-10-01 00:00:00,2020-10-15 00:00:00,E,IT Operations Project,Oracle/Cloud/Oracle/,NYC,No,3-4,Interactive
9235,2020-08-01 00:00:00,2020-10-15 00:00:00,F,Legal Project,Bar/,NYC,Yes,6-7,Operations
9236,2020-01-01 00:00:00,2020-07-15 00:00:00,G,Design Project,PhotoShop/PhotoShop/,Boston,No,4-5,Technology
9237,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Engineering Project,PowerPoint/Java/Excel/,NYC,Yes,1-2,Interactive
9238,2020-11-01 00:00:00,2020-12-15 00:00:00,A,Design Project,Excel/Excel/,Denver,No,9-10,Operations
9239,2020-04-01 00:00:00,2020-11-15 00:00:00,F,Engineering Project,PowerPoint/,Chicago,Yes,1-2,Operations
9240,2020-04-01 00:00:00,2020-12-15 00:00:00,D,Business Project,PowerPoint/Salesforce/,Denver,Yes,5-6,Technology
9241,2020-08-01 00:00:00,2020-10-15 00:00:00,F,Legal Project,Bar/,DC,Yes,10-11,Operations
9242,2020-02-01 00:00:00,2020-09-15 00:00:00,E,Security Project,PowerPoint/Oracle/Python/,Chicago,Yes,4-5,Interactive
9243,2020-05-01 00:00:00,2020-08-15 00:00:00,C,Account Leadership Project,ML/Oral communication/,Boston,Yes,7-8,Strategy & Consulting
9244,2020-03-01 00:00:00,2020-08-15 00:00:00,H,Design Project,React.js/,Denver,No,7-8,Strategy & Consulting
9245,2020-02-01 00:00:00,2020-11-15 00:00:00,H,Account Leadership Project,Leadership/,NYC,No,10-11,Technology
9246,2020-05-01 00:00:00,2020-09-15 00:00:00,G,Engineering Project,Java/MATLAB/,DC,No,3-4,Interactive
9247,2020-08-01 00:00:00,2020-11-15 00:00:00,C,Legal Project,Oral communication/Bar/PowerPoint/,DC,No,7-8,Operations
9248,2020-10-01 00:00:00,2020-10-15 00:00:00,E,Legal Project,Excel/,Denver,No,2-3,Strategy & Consulting
9249,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Strategy Project,Critical thinking/PowerPoint/,NYC,Yes,9-10,Strategy & Consulting
9250,2020-06-01 00:00:00,2020-12-15 00:00:00,H,Engineering Project,Excel/PowerPoint/Java/,Chicago,Yes,7-8,Strategy & Consulting
9251,2020-12-01 00:00:00,2020-12-15 00:00:00,C,IT Operations Project,Cloud/,Chicago,No,5-6,Operations
9252,2020-02-01 00:00:00,2020-06-15 00:00:00,G,Human Resources Project,PowerPoint/Workday/PowerPoint/,DC,No,8-9,Interactive
9253,2020-02-01 00:00:00,2020-12-15 00:00:00,G,Human Resources Project,Oral communication/Workday/Oral communication/,Boston,Yes,10-11,Strategy & Consulting
9254,2020-08-01 00:00:00,2020-12-15 00:00:00,D,Finance Project,SAP/QuickBooks/SAP/,DC,Yes,9-10,Strategy & Consulting
9255,2020-04-01 00:00:00,2020-04-15 00:00:00,D,Finance Project,QuickBooks/PowerPoint/,Denver,Yes,10-11,Interactive
9256,2020-10-01 00:00:00,2020-11-15 00:00:00,D,Legal Project,Oral communication/Bar/Excel/,Boston,No,1-2,Technology
9257,2020-05-01 00:00:00,2020-09-15 00:00:00,E,IT Operations Project,Java/PowerPoint/Python/,DC,No,4-5,Strategy & Consulting
9258,2020-09-01 00:00:00,2020-10-15 00:00:00,D,Account Leadership Project,Excel/Oral communication/Cloud/,Boston,Yes,1-2,Technology
9259,2020-03-01 00:00:00,2020-11-15 00:00:00,H,Finance Project,SAP/PowerPoint/,Boston,No,9-10,Operations
9260,2020-07-01 00:00:00,2020-10-15 00:00:00,B,Engineering Project,Excel/Excel/MATLAB/,Boston,Yes,3-4,Operations
9261,2020-08-01 00:00:00,2020-11-15 00:00:00,H,Engineering Project,PowerPoint/,Boston,Yes,10-11,Strategy & Consulting
9262,2020-05-01 00:00:00,2020-09-15 00:00:00,H,Human Resources Project,PowerPoint/Oral communication/Workday/,Chicago,No,2-3,Technology
9263,2020-02-01 00:00:00,2020-06-15 00:00:00,B,Engineering Project,PowerPoint/Python/PowerPoint/,Denver,Yes,7-8,Technology
9264,2020-09-01 00:00:00,2020-12-15 00:00:00,H,Finance Project,PowerPoint/QuickBooks/,Chicago,No,6-7,Interactive
9265,2020-10-01 00:00:00,2020-12-15 00:00:00,F,Account Leadership Project,ML/Oral communication/Leadership/,Chicago,Yes,8-9,Interactive
9266,2020-04-01 00:00:00,2020-09-15 00:00:00,H,Security Project,Java/,DC,No,6-7,Technology
9267,2020-07-01 00:00:00,2020-07-15 00:00:00,B,Business Project,PowerPoint/,Boston,Yes,10-11,Operations
9268,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Finance Project,Excel/SAP/,Boston,No,8-9,Interactive
9269,2020-02-01 00:00:00,2020-09-15 00:00:00,F,Strategy Project,Critical thinking/PowerPoint/,NYC,No,6-7,Technology
9270,2020-02-01 00:00:00,2020-03-15 00:00:00,D,Design Project,Adobe/,Boston,No,6-7,Interactive
9271,2020-06-01 00:00:00,2020-09-15 00:00:00,H,Engineering Project,Excel/Excel/,NYC,No,5-6,Operations
9272,2020-08-01 00:00:00,2020-09-15 00:00:00,F,Account Leadership Project,Cloud/ML/Cloud/,NYC,No,4-5,Strategy & Consulting
9273,2020-04-01 00:00:00,2020-09-15 00:00:00,H,Legal Project,PowerPoint/Excel/,Boston,Yes,2-3,Strategy & Consulting
9274,2020-05-01 00:00:00,2020-12-15 00:00:00,B,Security Project,Java/PowerPoint/Oracle/,NYC,Yes,2-3,Operations
9275,2020-09-01 00:00:00,2020-12-15 00:00:00,A,Human Resources Project,Excel/,Boston,Yes,7-8,Interactive
9276,2020-07-01 00:00:00,2020-11-15 00:00:00,C,Business Project,PowerPoint/Salesforce/,Chicago,Yes,10-11,Interactive
9277,2020-03-01 00:00:00,2020-04-15 00:00:00,C,Design Project,PhotoShop/,DC,No,9-10,Operations
9278,2020-04-01 00:00:00,2020-11-15 00:00:00,D,Engineering Project,Python/,NYC,Yes,9-10,Interactive
9279,2020-06-01 00:00:00,2020-08-15 00:00:00,G,IT Operations Project,Excel/ML/,DC,No,4-5,Operations
9280,2020-06-01 00:00:00,2020-12-15 00:00:00,H,Design Project,PhotoShop/,Denver,Yes,4-5,Operations
9281,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Business Project,Excel/PowerPoint/PowerPoint/,NYC,No,7-8,Technology
9282,2020-02-01 00:00:00,2020-04-15 00:00:00,D,Human Resources Project,Workday/Excel/Oral communication/,DC,No,7-8,Strategy & Consulting
9283,2020-04-01 00:00:00,2020-11-15 00:00:00,D,Account Leadership Project,Oral communication/,Chicago,Yes,5-6,Strategy & Consulting
9284,2020-10-01 00:00:00,2020-11-15 00:00:00,F,IT Operations Project,Python/ML/,NYC,Yes,6-7,Strategy & Consulting
9285,2020-04-01 00:00:00,2020-05-15 00:00:00,C,Business Project,Excel/,Chicago,Yes,2-3,Strategy & Consulting
9286,2020-03-01 00:00:00,2020-11-15 00:00:00,H,Account Leadership Project,ML/Cloud/,Denver,Yes,3-4,Operations
9287,2020-10-01 00:00:00,2020-10-15 00:00:00,C,Business Project,Excel/Excel/PowerPoint/,NYC,No,6-7,Operations
9288,2020-01-01 00:00:00,2020-12-15 00:00:00,G,Engineering Project,Excel/Java/,DC,No,2-3,Interactive
9289,2020-03-01 00:00:00,2020-07-15 00:00:00,B,Finance Project,QuickBooks/,Boston,No,7-8,Interactive
9290,2020-02-01 00:00:00,2020-02-15 00:00:00,H,Security Project,Excel/,Chicago,No,5-6,Operations
9291,2020-09-01 00:00:00,2020-09-15 00:00:00,E,Design Project,PowerPoint/,NYC,Yes,8-9,Strategy & Consulting
9292,2020-07-01 00:00:00,2020-08-15 00:00:00,F,Engineering Project,Python/,NYC,Yes,7-8,Technology
9293,2020-08-01 00:00:00,2020-10-15 00:00:00,B,Business Project,PowerPoint/PowerPoint/,Denver,Yes,9-10,Technology
9294,2020-09-01 00:00:00,2020-11-15 00:00:00,F,Account Leadership Project,PowerPoint/,DC,No,1-2,Technology
9295,2020-08-01 00:00:00,2020-11-15 00:00:00,C,IT Operations Project,Excel/Python/,DC,Yes,10-11,Operations
9296,2020-08-01 00:00:00,2020-12-15 00:00:00,F,Security Project,Python/Python/,DC,Yes,5-6,Strategy & Consulting
9297,2020-11-01 00:00:00,2020-11-15 00:00:00,B,Security Project,Excel/Python/Excel/,Chicago,No,3-4,Strategy & Consulting
9298,2020-04-01 00:00:00,2020-06-15 00:00:00,E,Security Project,Oracle/Java/Oracle/,Chicago,Yes,4-5,Strategy & Consulting
9299,2020-06-01 00:00:00,2020-11-15 00:00:00,C,Design Project,PowerPoint/,Denver,No,7-8,Technology
9300,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Security Project,Excel/,DC,No,9-10,Technology
9301,2020-08-01 00:00:00,2020-11-15 00:00:00,C,Human Resources Project,Excel/,Chicago,Yes,8-9,Technology
9302,2020-04-01 00:00:00,2020-09-15 00:00:00,H,Strategy Project,Excel/PowerPoint/,DC,Yes,1-2,Interactive
9303,2020-11-01 00:00:00,2020-12-15 00:00:00,E,Legal Project,Oral communication/,Boston,Yes,7-8,Technology
9304,2020-11-01 00:00:00,2020-11-15 00:00:00,A,Human Resources Project,Workday/,Chicago,Yes,2-3,Operations
9305,2020-02-01 00:00:00,2020-08-15 00:00:00,G,Legal Project,PowerPoint/Excel/,Denver,Yes,2-3,Interactive
9306,2020-02-01 00:00:00,2020-09-15 00:00:00,A,Engineering Project,PowerPoint/MATLAB/,NYC,Yes,9-10,Technology
9307,2020-09-01 00:00:00,2020-12-15 00:00:00,C,Engineering Project,MATLAB/MATLAB/Python/,NYC,Yes,7-8,Interactive
9308,2020-02-01 00:00:00,2020-06-15 00:00:00,F,IT Operations Project,Python/Excel/ML/,DC,Yes,1-2,Strategy & Consulting
9309,2020-05-01 00:00:00,2020-11-15 00:00:00,D,Design Project,Excel/,Chicago,No,7-8,Operations
9310,2020-03-01 00:00:00,2020-09-15 00:00:00,A,Human Resources Project,PowerPoint/Workday/Oral communication/,DC,No,4-5,Interactive
9311,2020-07-01 00:00:00,2020-08-15 00:00:00,H,IT Operations Project,Oracle/Oracle/Cloud/,NYC,Yes,3-4,Operations
9312,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Legal Project,Bar/PowerPoint/,Chicago,No,7-8,Interactive
9313,2020-08-01 00:00:00,2020-11-15 00:00:00,C,Design Project,Excel/React.js/,Boston,Yes,6-7,Technology
9314,2020-08-01 00:00:00,2020-11-15 00:00:00,H,IT Operations Project,Java/ML/,DC,Yes,7-8,Technology
9315,2020-07-01 00:00:00,2020-11-15 00:00:00,C,Human Resources Project,Excel/Oral communication/,NYC,Yes,8-9,Operations
9316,2020-06-01 00:00:00,2020-12-15 00:00:00,D,Engineering Project,Python/Excel/Excel/,DC,Yes,1-2,Operations
9317,2020-11-01 00:00:00,2020-12-15 00:00:00,D,Legal Project,Bar/Bar/,Boston,Yes,5-6,Strategy & Consulting
9318,2020-01-01 00:00:00,2020-07-15 00:00:00,F,Security Project,Python/,Boston,Yes,7-8,Technology
9319,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Strategy Project,PowerPoint/Critical thinking/Critical thinking/,Denver,No,3-4,Strategy & Consulting
9320,2020-02-01 00:00:00,2020-11-15 00:00:00,D,Business Project,PowerPoint/Excel/,NYC,No,3-4,Interactive
9321,2020-03-01 00:00:00,2020-07-15 00:00:00,A,Design Project,Adobe/,DC,Yes,10-11,Interactive
9322,2020-01-01 00:00:00,2020-10-15 00:00:00,A,Business Project,Excel/Salesforce/,DC,No,8-9,Interactive
