UID,Chargeability,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement,Level
2787,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,C,Cyber Integration,Cloud,Chicago,No,8-9
2788,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Cloud,NYC,Yes,10-11
2789,No,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Application Security F/P Analysis,Java,Boston,Yes,3-4
2790,Yes,2020-01-01 00:00:00,2020-12-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),ML,Boston,No,1-2
2791,No,2020-07-01 00:00:00,2020-09-15 00:00:00,G,Application Security F/P Analysis,Python,Chicago,No,3-4
2792,No,2020-12-01 00:00:00,2020-12-15 00:00:00,B,iDefense- Zaim,ML,Denver,Yes,8-9
2793,No,2020-04-01 00:00:00,2020-08-15 00:00:00,C,Cyber Integration,ML,DC,Yes,6-7
2794,No,2020-08-01 00:00:00,2020-09-15 00:00:00,H,Cloud Security Enablement Phase 1,Python,Boston,No,6-7
2795,Yes,2020-06-01 00:00:00,2020-12-15 00:00:00,F,iDefense- Zaim,Cloud,Boston,No,7-8
2796,No,2020-08-01 00:00:00,2020-09-15 00:00:00,E,Cyber Integration,ML,Boston,Yes,2-3
2797,Yes,2020-07-01 00:00:00,2020-07-15 00:00:00,B,Avande,ML,NYC,Yes,4-5
2798,Yes,2020-02-01 00:00:00,2020-08-15 00:00:00,H,iDefense- Zaim,Cloud,Chicago,Yes,9-10
2799,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Application Security F/P Analysis,Oracle,NYC,No,6-7
2800,Yes,2020-08-01 00:00:00,2020-11-15 00:00:00,D,AT&T Application Scanning,ML,Denver,Yes,2-3
2801,Yes,2020-08-01 00:00:00,2020-11-15 00:00:00,C,iDefense- Zaim,Oracle,Chicago,No,7-8
2802,Yes,2020-08-01 00:00:00,2020-12-15 00:00:00,C,iDefense- Odin,Oracle,Chicago,Yes,9-10
2803,No,2020-04-01 00:00:00,2020-04-15 00:00:00,G,Cyber Integration,ML,Denver,No,1-2
2804,No,2020-11-01 00:00:00,2020-12-15 00:00:00,G,Chevron Cloud Security,Oracle,Denver,Yes,5-6
2805,No,2020-05-01 00:00:00,2020-11-15 00:00:00,B,Journey2Cloud,Cloud,Boston,No,6-7
2806,Yes,2020-06-01 00:00:00,2020-10-15 00:00:00,A,Avande,Java,Denver,No,9-10
2807,No,2020-06-01 00:00:00,2020-09-15 00:00:00,G,Avande,ML,Boston,Yes,3-4
2808,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,F,iDefense- Zaim,Oracle,Denver,Yes,3-4
2809,Yes,2020-09-01 00:00:00,2020-09-15 00:00:00,B,Cloud Security Enablement Phase 1,Python,Boston,Yes,1-2
2810,No,2020-05-01 00:00:00,2020-09-15 00:00:00,F,Chevron Cloud Security,Cloud,Denver,No,8-9
2811,No,2020-05-01 00:00:00,2020-08-15 00:00:00,G,Cyber Integration,ML,Denver,Yes,1-2
2812,No,2020-01-01 00:00:00,2020-11-15 00:00:00,A,Application Security F/P Analysis,Java,Chicago,Yes,7-8
2813,Yes,2020-04-01 00:00:00,2020-07-15 00:00:00,H,Journey2Cloud,Python,Denver,No,4-5
2814,No,2020-11-01 00:00:00,2020-11-15 00:00:00,A,Journey2Cloud,Oracle,Boston,No,6-7
2815,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,C,iDefense- Odin,Python,NYC,Yes,5-6
2816,No,2020-08-01 00:00:00,2020-08-15 00:00:00,F,Cloud Security Enablement Phase 1,Python,DC,No,2-3
2817,Yes,2020-08-01 00:00:00,2020-10-15 00:00:00,G,Cyber Integration,Java,Denver,No,6-7
2818,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,F,Cyber Integration,Java,NYC,Yes,2-3
2819,No,2020-10-01 00:00:00,2020-11-15 00:00:00,E,Chevron Cloud Security,ML,Boston,Yes,1-2
2820,Yes,2020-07-01 00:00:00,2020-11-15 00:00:00,C,Journey2Cloud,Cloud,Denver,No,7-8
2821,Yes,2020-07-01 00:00:00,2020-10-15 00:00:00,E,Journey2Cloud,Java,NYC,No,6-7
2822,No,2020-10-01 00:00:00,2020-10-15 00:00:00,B,iDefense- Zaim,Python,DC,Yes,8-9
2823,Yes,2020-05-01 00:00:00,2020-07-15 00:00:00,B,Application Security F/P Analysis,Oracle,Denver,No,1-2
2824,No,2020-07-01 00:00:00,2020-10-15 00:00:00,A,Application Security F/P Analysis,ML,NYC,Yes,5-6
2825,No,2020-11-01 00:00:00,2020-11-15 00:00:00,A,AT&T Application Scanning,Oracle,NYC,No,10-11
2826,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,D,iDefense- Odin,Python,DC,Yes,10-11
2827,No,2020-09-01 00:00:00,2020-10-15 00:00:00,E,Application Security F/P Analysis,Java,Chicago,No,9-10
2828,No,2020-07-01 00:00:00,2020-07-15 00:00:00,A,AT&T Application Scanning,Cloud,DC,No,9-10
2829,No,2020-03-01 00:00:00,2020-03-15 00:00:00,G,iDefense- Zaim,Python,NYC,No,3-4
2830,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,C,Cloud Security Enablement Phase 1,Python,DC,Yes,6-7
2831,No,2020-10-01 00:00:00,2020-12-15 00:00:00,A,Cloud Security Enablement Phase 1,ML,Denver,No,4-5
2832,Yes,2020-04-01 00:00:00,2020-04-15 00:00:00,A,Cloud Security Enablement Phase 1,ML,Chicago,Yes,9-10
2833,Yes,2020-02-01 00:00:00,2020-03-15 00:00:00,A,Journey2Cloud,Oracle,NYC,No,8-9
2834,No,2020-05-01 00:00:00,2020-12-15 00:00:00,H,Cyber Integration,Cloud,Boston,No,10-11
2835,Yes,2020-07-01 00:00:00,2020-10-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),ML,Chicago,Yes,6-7
2836,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,F,Journey2Cloud,Oracle,NYC,No,5-6
2837,Yes,2020-08-01 00:00:00,2020-12-15 00:00:00,E,Application Security F/P Analysis,Oracle,DC,Yes,5-6
2838,No,2020-09-01 00:00:00,2020-09-15 00:00:00,C,AT&T Application Scanning,Oracle,DC,Yes,9-10
2839,No,2020-09-01 00:00:00,2020-11-15 00:00:00,C,Chevron Cloud Security,Cloud,Chicago,No,6-7
2840,Yes,2020-07-01 00:00:00,2020-09-15 00:00:00,H,Cloud Security Enablement Phase 1,Java,DC,No,10-11
2841,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,F,Cloud Security Enablement Phase 1,Cloud,Chicago,Yes,6-7
2842,Yes,2020-01-01 00:00:00,2020-04-15 00:00:00,A,iDefense- Odin,Java,Chicago,No,9-10
2843,No,2020-02-01 00:00:00,2020-04-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Oracle,DC,No,7-8
2844,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,D,AT&T Application Scanning,Python,DC,Yes,7-8
2845,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,G,iDefense- Odin,ML,Denver,Yes,3-4
2846,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Oracle,DC,Yes,9-10
2847,No,2020-05-01 00:00:00,2020-06-15 00:00:00,B,Cloud Security Enablement Phase 1,Python,DC,Yes,1-2
2848,No,2020-01-01 00:00:00,2020-11-15 00:00:00,H,Application Security F/P Analysis,ML,Boston,Yes,3-4
2849,No,2020-07-01 00:00:00,2020-08-15 00:00:00,E,Journey2Cloud,Java,Denver,No,6-7
2850,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,A,Cyber Integration,Oracle,DC,Yes,6-7
2851,No,2020-06-01 00:00:00,2020-09-15 00:00:00,D,Application Security F/P Analysis,Cloud,Denver,Yes,5-6
2852,No,2020-09-01 00:00:00,2020-11-15 00:00:00,G,Avande,Python,Boston,No,8-9
2853,No,2020-04-01 00:00:00,2020-05-15 00:00:00,C,AT&T Application Scanning,Cloud,Denver,Yes,9-10
2854,Yes,2020-02-01 00:00:00,2020-02-15 00:00:00,H,Avande,Java,DC,No,3-4
2855,No,2020-03-01 00:00:00,2020-03-15 00:00:00,B,iDefense- Odin,ML,NYC,No,9-10
2856,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Avande,Oracle,DC,No,4-5
2857,No,2020-03-01 00:00:00,2020-06-15 00:00:00,D,Chevron Cloud Security,Python,Boston,Yes,5-6
2858,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Avande,Cloud,Chicago,No,6-7
2859,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Oracle,Denver,No,1-2
2860,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,E,AT&T Application Scanning,Oracle,NYC,Yes,7-8
2861,No,2020-10-01 00:00:00,2020-12-15 00:00:00,B,Application Security F/P Analysis,Java,NYC,No,8-9
2862,Yes,2020-09-01 00:00:00,2020-09-15 00:00:00,B,Avande,Oracle,Denver,No,2-3
2863,No,2020-08-01 00:00:00,2020-12-15 00:00:00,G,Cyber Integration,Cloud,NYC,Yes,5-6
2864,Yes,2020-01-01 00:00:00,2020-06-15 00:00:00,B,Journey2Cloud,Oracle,DC,No,2-3
2865,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Application Security F/P Analysis,Java,NYC,Yes,3-4
2866,No,2020-10-01 00:00:00,2020-12-15 00:00:00,G,Application Security F/P Analysis,Java,Boston,Yes,4-5
2867,No,2020-06-01 00:00:00,2020-09-15 00:00:00,B,iDefense- Zaim,Cloud,NYC,Yes,5-6
2868,No,2020-08-01 00:00:00,2020-09-15 00:00:00,G,Avande,Oracle,NYC,Yes,2-3
2869,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,A,Avande,ML,Chicago,Yes,8-9
2870,Yes,2020-03-01 00:00:00,2020-04-15 00:00:00,E,iDefense- Zaim,Cloud,Denver,No,2-3
2871,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Cyber Integration,Cloud,DC,Yes,1-2
2872,Yes,2020-06-01 00:00:00,2020-09-15 00:00:00,F,AT&T Application Scanning,ML,Denver,No,5-6
2873,No,2020-10-01 00:00:00,2020-12-15 00:00:00,D,Avande,Cloud,Chicago,No,4-5
2874,No,2020-10-01 00:00:00,2020-12-15 00:00:00,B,Journey2Cloud,Oracle,Chicago,No,10-11
2875,Yes,2020-04-01 00:00:00,2020-09-15 00:00:00,B,Avande,Cloud,Boston,No,1-2
2876,Yes,2020-09-01 00:00:00,2020-09-15 00:00:00,G,Journey2Cloud,Java,Boston,Yes,1-2
2877,Yes,2020-03-01 00:00:00,2020-06-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Cloud,Boston,No,6-7
2878,Yes,2020-05-01 00:00:00,2020-05-15 00:00:00,G,Chevron Cloud Security,Oracle,DC,Yes,7-8
2879,Yes,2020-05-01 00:00:00,2020-08-15 00:00:00,F,iDefense- Zaim,Oracle,Denver,No,2-3
2880,No,2020-04-01 00:00:00,2020-05-15 00:00:00,C,iDefense- Zaim,Python,NYC,No,6-7
2881,Yes,2020-08-01 00:00:00,2020-11-15 00:00:00,A,iDefense- Odin,ML,NYC,Yes,8-9
2882,Yes,2020-04-01 00:00:00,2020-10-15 00:00:00,B,Cyber Integration,Cloud,Boston,Yes,7-8
2883,Yes,2020-04-01 00:00:00,2020-04-15 00:00:00,H,Avande,Java,DC,Yes,2-3
2884,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,E,Application Security F/P Analysis,Java,Chicago,No,4-5
2885,No,2020-09-01 00:00:00,2020-11-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Cloud,Denver,Yes,6-7
2886,Yes,2020-03-01 00:00:00,2020-12-15 00:00:00,C,Cyber Integration,Cloud,NYC,Yes,8-9
2887,No,2020-03-01 00:00:00,2020-07-15 00:00:00,E,Journey2Cloud,ML,Chicago,No,10-11
2888,No,2020-08-01 00:00:00,2020-11-15 00:00:00,D,iDefense- Odin,Java,Denver,No,5-6
2889,Yes,2020-01-01 00:00:00,2020-10-15 00:00:00,B,iDefense- Zaim,ML,Chicago,Yes,1-2
2890,No,2020-09-01 00:00:00,2020-12-15 00:00:00,H,Cloud Security Enablement Phase 1,Cloud,Boston,Yes,1-2
2891,Yes,2020-02-01 00:00:00,2020-12-15 00:00:00,A,Cloud Security Enablement Phase 1,Cloud,Denver,Yes,9-10
2892,Yes,2020-02-01 00:00:00,2020-03-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Python,NYC,Yes,8-9
2893,Yes,2020-03-01 00:00:00,2020-06-15 00:00:00,C,iDefense- Zaim,ML,Chicago,No,10-11
2894,Yes,2020-03-01 00:00:00,2020-12-15 00:00:00,D,iDefense- Zaim,Cloud,NYC,Yes,4-5
2895,No,2020-01-01 00:00:00,2020-10-15 00:00:00,A,iDefense- Odin,Python,Boston,No,7-8
2896,No,2020-05-01 00:00:00,2020-08-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),ML,Boston,No,2-3
2897,No,2020-02-01 00:00:00,2020-09-15 00:00:00,B,Cloud Security Enablement Phase 1,ML,Denver,Yes,3-4
2898,No,2020-03-01 00:00:00,2020-04-15 00:00:00,B,Journey2Cloud,ML,DC,No,10-11
2899,Yes,2020-02-01 00:00:00,2020-04-15 00:00:00,E,Chevron Cloud Security,Java,Boston,No,5-6
2900,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Python,Boston,No,3-4
2901,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Avande,Java,DC,Yes,1-2
2902,No,2020-04-01 00:00:00,2020-04-15 00:00:00,F,AT&T Application Scanning,Oracle,Chicago,No,6-7
2903,No,2020-06-01 00:00:00,2020-12-15 00:00:00,B,Avande,ML,Boston,No,5-6
2904,Yes,2020-04-01 00:00:00,2020-04-15 00:00:00,H,AT&T Application Scanning,Oracle,Denver,Yes,5-6
2905,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,C,Chevron Cloud Security,ML,NYC,Yes,8-9
2906,Yes,2020-07-01 00:00:00,2020-10-15 00:00:00,D,iDefense- Zaim,Java,DC,No,10-11
2907,No,2020-04-01 00:00:00,2020-06-15 00:00:00,C,iDefense- Zaim,Oracle,NYC,Yes,6-7
2908,Yes,2020-05-01 00:00:00,2020-06-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Python,Denver,No,8-9
2909,No,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Python,Boston,No,9-10
2910,Yes,2020-09-01 00:00:00,2020-09-15 00:00:00,B,Cyber Integration,Java,Denver,Yes,5-6
2911,No,2020-08-01 00:00:00,2020-10-15 00:00:00,H,Cyber Integration,Java,NYC,No,7-8
2912,No,2020-04-01 00:00:00,2020-11-15 00:00:00,G,iDefense- Zaim,Cloud,NYC,No,5-6
2913,Yes,2020-08-01 00:00:00,2020-12-15 00:00:00,H,iDefense- Zaim,Cloud,NYC,Yes,4-5
2914,No,2020-01-01 00:00:00,2020-03-15 00:00:00,F,AT&T Application Scanning,Oracle,Denver,No,1-2
2915,No,2020-03-01 00:00:00,2020-11-15 00:00:00,C,AT&T Application Scanning,Cloud,Boston,No,10-11
2916,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,A,Chevron Cloud Security,Cloud,Chicago,No,8-9
2917,Yes,2020-08-01 00:00:00,2020-08-15 00:00:00,A,Journey2Cloud,Cloud,Denver,No,4-5
2918,Yes,2020-01-01 00:00:00,2020-02-15 00:00:00,F,Avande,Java,DC,No,2-3
2919,No,2020-11-01 00:00:00,2020-12-15 00:00:00,G,Cyber Integration,Oracle,DC,Yes,4-5
2920,No,2020-08-01 00:00:00,2020-12-15 00:00:00,D,Application Security F/P Analysis,Oracle,Chicago,Yes,6-7
2921,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,D,Chevron Cloud Security,Python,DC,No,5-6
2922,No,2020-06-01 00:00:00,2020-11-15 00:00:00,B,Journey2Cloud,ML,Chicago,Yes,3-4
2923,No,2020-06-01 00:00:00,2020-09-15 00:00:00,C,iDefense- Odin,Oracle,Boston,No,4-5
2924,Yes,2020-02-01 00:00:00,2020-10-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Oracle,DC,Yes,2-3
2925,No,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Cyber Integration,Java,Boston,Yes,10-11
2926,No,2020-01-01 00:00:00,2020-06-15 00:00:00,F,Application Security F/P Analysis,Oracle,Boston,Yes,1-2
2927,No,2020-01-01 00:00:00,2020-07-15 00:00:00,A,Journey2Cloud,Java,NYC,Yes,10-11
2928,Yes,2020-09-01 00:00:00,2020-12-15 00:00:00,G,Cloud Security Enablement Phase 1,Oracle,Chicago,Yes,3-4
2929,No,2020-08-01 00:00:00,2020-10-15 00:00:00,A,Application Security F/P Analysis,ML,DC,Yes,7-8
2930,No,2020-06-01 00:00:00,2020-06-15 00:00:00,A,Application Security F/P Analysis,Java,Denver,No,9-10
2931,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,B,Cyber Integration,Cloud,DC,No,5-6
2932,No,2020-04-01 00:00:00,2020-11-15 00:00:00,A,Journey2Cloud,Python,NYC,No,6-7
2933,Yes,2020-07-01 00:00:00,2020-08-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Oracle,NYC,No,10-11
2934,Yes,2020-07-01 00:00:00,2020-08-15 00:00:00,H,iDefense- Zaim,Java,Boston,Yes,2-3
2935,Yes,2020-03-01 00:00:00,2020-11-15 00:00:00,F,Application Security F/P Analysis,Cloud,DC,Yes,1-2
2936,Yes,2020-06-01 00:00:00,2020-06-15 00:00:00,G,Cyber Integration,Python,Denver,No,1-2
2937,No,2020-03-01 00:00:00,2020-12-15 00:00:00,F,iDefense- Odin,Python,DC,Yes,9-10
2938,Yes,2020-01-01 00:00:00,2020-10-15 00:00:00,A,Cloud Security Enablement Phase 1,ML,Boston,No,1-2
2939,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Application Security F/P Analysis,Java,Boston,No,4-5
2940,No,2020-10-01 00:00:00,2020-10-15 00:00:00,D,Chevron Cloud Security,Oracle,Denver,No,2-3
2941,No,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Cloud Security Enablement Phase 1,Python,Denver,Yes,8-9
2942,No,2020-07-01 00:00:00,2020-11-15 00:00:00,A,iDefense- Odin,Python,Denver,No,1-2
2943,Yes,2020-06-01 00:00:00,2020-12-15 00:00:00,A,iDefense- Zaim,Java,NYC,Yes,4-5
2944,Yes,2020-08-01 00:00:00,2020-10-15 00:00:00,C,Application Security F/P Analysis,Cloud,Boston,No,8-9
2945,No,2020-10-01 00:00:00,2020-10-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Oracle,Chicago,Yes,9-10
2946,No,2020-04-01 00:00:00,2020-09-15 00:00:00,H,Cyber Integration,Python,Boston,Yes,6-7
2947,No,2020-07-01 00:00:00,2020-10-15 00:00:00,B,iDefense- Odin,Java,Boston,Yes,10-11
2948,No,2020-04-01 00:00:00,2020-09-15 00:00:00,D,iDefense- Zaim,ML,DC,Yes,4-5
2949,No,2020-11-01 00:00:00,2020-12-15 00:00:00,D,iDefense- Odin,ML,Boston,Yes,2-3
2950,No,2020-06-01 00:00:00,2020-07-15 00:00:00,G,iDefense- Zaim,ML,NYC,No,5-6
2951,No,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Journey2Cloud,Java,Boston,No,5-6
2952,No,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Chevron Cloud Security,Oracle,DC,Yes,10-11
2953,No,2020-02-01 00:00:00,2020-03-15 00:00:00,G,Application Security F/P Analysis,Java,Denver,No,3-4
2954,Yes,2020-05-01 00:00:00,2020-06-15 00:00:00,C,Avande,Python,NYC,Yes,1-2
2955,No,2020-10-01 00:00:00,2020-12-15 00:00:00,F,AT&T Application Scanning,Python,Chicago,No,9-10
2956,No,2020-08-01 00:00:00,2020-09-15 00:00:00,A,Cyber Integration,Oracle,DC,No,1-2
2957,Yes,2020-02-01 00:00:00,2020-09-15 00:00:00,D,Cyber Integration,Cloud,Chicago,No,2-3
2958,Yes,2020-03-01 00:00:00,2020-05-15 00:00:00,D,Journey2Cloud,Oracle,Denver,Yes,3-4
2959,No,2020-04-01 00:00:00,2020-11-15 00:00:00,B,Cloud Security Enablement Phase 1,Oracle,Boston,No,5-6
2960,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Journey2Cloud,Oracle,DC,Yes,4-5
2961,Yes,2020-08-01 00:00:00,2020-08-15 00:00:00,C,Chevron Cloud Security,Python,DC,Yes,9-10
2962,No,2020-05-01 00:00:00,2020-08-15 00:00:00,C,Journey2Cloud,Java,Chicago,Yes,8-9
2963,Yes,2020-08-01 00:00:00,2020-08-15 00:00:00,C,Cloud Security Enablement Phase 1,ML,DC,No,8-9
2964,No,2020-10-01 00:00:00,2020-10-15 00:00:00,E,Journey2Cloud,ML,Chicago,No,2-3
2965,No,2020-02-01 00:00:00,2020-09-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Cloud,Denver,No,8-9
2966,No,2020-11-01 00:00:00,2020-12-15 00:00:00,E,Chevron Cloud Security,ML,Denver,Yes,3-4
2967,No,2020-06-01 00:00:00,2020-11-15 00:00:00,B,Cloud Security Enablement Phase 1,Cloud,Chicago,No,5-6
2968,Yes,2020-09-01 00:00:00,2020-09-15 00:00:00,E,Avande,Java,Denver,No,10-11
2969,No,2020-04-01 00:00:00,2020-12-15 00:00:00,H,AT&T Application Scanning,ML,DC,Yes,1-2
2970,No,2020-02-01 00:00:00,2020-11-15 00:00:00,E,Cyber Integration,Cloud,NYC,Yes,10-11
2971,No,2020-02-01 00:00:00,2020-11-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),ML,NYC,Yes,4-5
2972,No,2020-08-01 00:00:00,2020-10-15 00:00:00,E,Cyber Integration,Java,NYC,Yes,5-6
2973,Yes,2020-01-01 00:00:00,2020-06-15 00:00:00,G,Cloud Security Enablement Phase 1,ML,DC,Yes,6-7
2974,No,2020-07-01 00:00:00,2020-11-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),ML,Chicago,Yes,9-10
2975,No,2020-03-01 00:00:00,2020-04-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Oracle,DC,No,6-7
2976,No,2020-08-01 00:00:00,2020-10-15 00:00:00,H,iDefense- Odin,ML,Chicago,Yes,10-11
2977,No,2020-07-01 00:00:00,2020-09-15 00:00:00,F,Journey2Cloud,Java,Chicago,Yes,3-4
2978,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,C,iDefense- Zaim,Oracle,NYC,No,3-4
2979,Yes,2020-02-01 00:00:00,2020-10-15 00:00:00,E,iDefense- Odin,Python,Chicago,Yes,4-5
2980,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Cyber Integration,Cloud,NYC,No,4-5
2981,Yes,2020-05-01 00:00:00,2020-10-15 00:00:00,G,Journey2Cloud,Cloud,DC,No,6-7
2982,No,2020-11-01 00:00:00,2020-11-15 00:00:00,B,Journey2Cloud,Python,NYC,Yes,1-2
2983,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Application Security F/P Analysis,Python,Boston,Yes,10-11
2984,No,2020-09-01 00:00:00,2020-12-15 00:00:00,D,iDefense- Zaim,ML,Boston,No,7-8
2985,No,2020-07-01 00:00:00,2020-10-15 00:00:00,C,Cyber Integration,Java,Chicago,No,7-8
2986,No,2020-03-01 00:00:00,2020-11-15 00:00:00,D,iDefense- Odin,Python,Boston,No,7-8
2987,No,2020-04-01 00:00:00,2020-10-15 00:00:00,F,Cyber Integration,Cloud,NYC,Yes,3-4
2988,Yes,2020-02-01 00:00:00,2020-05-15 00:00:00,G,Application Security F/P Analysis,Oracle,Boston,Yes,10-11
2989,Yes,2020-04-01 00:00:00,2020-12-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Python,NYC,No,5-6
2990,Yes,2020-06-01 00:00:00,2020-12-15 00:00:00,F,Chevron Cloud Security,Cloud,Denver,Yes,1-2
2991,No,2020-02-01 00:00:00,2020-09-15 00:00:00,C,Cloud Security Enablement Phase 1,Cloud,DC,No,9-10
2992,Yes,2020-04-01 00:00:00,2020-08-15 00:00:00,B,Avande,Oracle,Denver,Yes,4-5
2993,Yes,2020-04-01 00:00:00,2020-12-15 00:00:00,F,Journey2Cloud,Python,NYC,No,5-6
2994,No,2020-06-01 00:00:00,2020-11-15 00:00:00,D,Avande,ML,DC,Yes,8-9
2995,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,G,iDefense- Zaim,Python,Boston,No,3-4
2996,No,2020-08-01 00:00:00,2020-10-15 00:00:00,H,iDefense- Zaim,Java,NYC,No,2-3
2997,No,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Cloud,NYC,No,9-10
2998,Yes,2020-07-01 00:00:00,2020-11-15 00:00:00,G,Cyber Integration,Oracle,Denver,No,7-8
2999,No,2020-11-01 00:00:00,2020-12-15 00:00:00,A,Cloud Security Enablement Phase 1,Oracle,NYC,No,6-7
3000,No,2020-11-01 00:00:00,2020-11-15 00:00:00,C,iDefense- Odin,ML,NYC,No,7-8
3001,No,2020-07-01 00:00:00,2020-12-15 00:00:00,E,Cyber Integration,Cloud,Denver,Yes,5-6
3002,No,2020-05-01 00:00:00,2020-12-15 00:00:00,G,AT&T Application Scanning,Java,NYC,No,6-7
3003,No,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Cloud Security Enablement Phase 1,Python,Denver,No,10-11
3004,Yes,2020-04-01 00:00:00,2020-08-15 00:00:00,B,Cyber Integration,Java,Chicago,No,5-6
3005,No,2020-01-01 00:00:00,2020-11-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Java,NYC,No,10-11
3006,No,2020-03-01 00:00:00,2020-09-15 00:00:00,F,Journey2Cloud,Python,NYC,No,4-5
3007,Yes,2020-02-01 00:00:00,2020-12-15 00:00:00,A,Cyber Integration,Oracle,Denver,Yes,1-2
3008,No,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Avande,Cloud,Denver,Yes,6-7
3009,No,2020-08-01 00:00:00,2020-10-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Cloud,Denver,Yes,4-5
3010,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Avande,Java,DC,No,9-10
3011,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,B,Journey2Cloud,ML,NYC,Yes,8-9
3012,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,D,iDefense- Odin,Oracle,Chicago,Yes,9-10
3013,Yes,2020-03-01 00:00:00,2020-10-15 00:00:00,F,AT&T Application Scanning,Cloud,Chicago,Yes,8-9
3014,No,2020-04-01 00:00:00,2020-06-15 00:00:00,A,iDefense- Zaim,Cloud,Boston,Yes,10-11
3015,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Avande,ML,Boston,Yes,4-5
3016,No,2020-04-01 00:00:00,2020-10-15 00:00:00,E,iDefense- Zaim,Java,Boston,Yes,1-2
3017,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,F,Journey2Cloud,Java,Boston,Yes,1-2
3018,Yes,2020-03-01 00:00:00,2020-04-15 00:00:00,B,iDefense- Zaim,Oracle,NYC,No,4-5
3019,Yes,2020-04-01 00:00:00,2020-10-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Java,Denver,Yes,2-3
